ind,cal_stream,ind_year,year_gz,month,intercalary,nmd_gz,nmd_jdn,hui_jdn
52181,4,1010,47,8,0,44,2090213.5,2090241.5
52182,4,1010,47,9,0,13,2090242.5,2090271.5
52183,4,1010,47,10,0,43,2090272.5,2090301.5
52184,4,1010,47,11,0,13,2090302.5,2090330.5
52185,4,1010,47,12,0,42,2090331.5,2090360.5
52186,4,1011,48,1,0,12,2090361.5,2090390.5
52187,4,1011,48,2,0,42,2090391.5,2090419.5
52188,4,1011,48,3,0,11,2090420.5,2090449.5
52189,4,1011,48,4,0,41,2090450.5,2090479.5
52190,4,1011,48,5,0,11,2090480.5,2090508.5
52191,4,1011,48,6,0,40,2090509.5,2090537.5
52192,4,1011,48,7,0,9,2090538.5,2090567.5
52193,4,1011,48,8,0,39,2090568.5,2090596.5
52194,4,1011,48,9,0,8,2090597.5,2090625.5
52195,4,1011,48,10,0,37,2090626.5,2090655.5
52196,4,1011,48,11,0,7,2090656.5,2090685.5
52197,4,1011,48,12,0,37,2090686.5,2090714.5
52198,4,1012,49,1,0,6,2090715.5,2090744.5
52199,4,1012,49,2,0,36,2090745.5,2090773.5
52200,4,1012,49,3,0,5,2090774.5,2090803.5
52201,4,1012,49,4,0,35,2090804.5,2090833.5
52202,4,1012,49,5,0,5,2090834.5,2090862.5
52203,4,1012,49,6,0,34,2090863.5,2090892.5
52204,4,1012,49,7,0,4,2090893.5,2090921.5
52205,4,1012,49,8,0,33,2090922.5,2090951.5
52206,4,1012,49,9,0,3,2090952.5,2090980.5
52207,4,1012,49,10,0,32,2090981.5,2091010.5
52208,4,1012,49,10,1,2,2091011.5,2091039.5
52209,4,1012,49,11,0,31,2091040.5,2091069.5
52210,4,1012,49,12,0,1,2091070.5,2091098.5
52211,4,1013,50,1,0,30,2091099.5,2091128.5
52212,4,1013,50,2,0,60,2091129.5,2091157.5
52213,4,1013,50,3,0,29,2091158.5,2091187.5
52214,4,1013,50,4,0,59,2091188.5,2091216.5
52215,4,1013,50,5,0,28,2091217.5,2091246.5
52216,4,1013,50,6,0,58,2091247.5,2091276.5
52217,4,1013,50,7,0,28,2091277.5,2091305.5
52218,4,1013,50,8,0,57,2091306.5,2091335.5
52219,4,1013,50,9,0,27,2091336.5,2091364.5
52220,4,1013,50,10,0,56,2091365.5,2091394.5
52221,4,1013,50,11,0,26,2091395.5,2091423.5
52222,4,1013,50,12,0,55,2091424.5,2091453.5
52223,4,1014,51,1,0,25,2091454.5,2091482.5
52224,4,1014,51,2,0,54,2091483.5,2091512.5
52225,4,1014,51,3,0,24,2091513.5,2091541.5
52226,4,1014,51,4,0,53,2091542.5,2091571.5
52227,4,1014,51,5,0,23,2091572.5,2091600.5
52228,4,1014,51,6,0,52,2091601.5,2091630.5
52229,4,1014,51,7,0,22,2091631.5,2091659.5
52230,4,1014,51,8,0,51,2091660.5,2091689.5
52231,4,1014,51,9,0,21,2091690.5,2091719.5
52232,4,1014,51,10,0,51,2091720.5,2091748.5
52233,4,1014,51,11,0,20,2091749.5,2091778.5
52234,4,1014,51,12,0,50,2091779.5,2091807.5
52235,4,1015,52,1,0,19,2091808.5,2091837.5
52236,4,1015,52,2,0,49,2091838.5,2091866.5
52237,4,1015,52,3,0,18,2091867.5,2091895.5
52238,4,1015,52,4,0,47,2091896.5,2091925.5
52239,4,1015,52,5,0,17,2091926.5,2091954.5
52240,4,1015,52,6,0,46,2091955.5,2091984.5
52241,4,1015,52,6,1,16,2091985.5,2092013.5
52242,4,1015,52,7,0,45,2092014.5,2092043.5
52243,4,1015,52,8,0,15,2092044.5,2092073.5
52244,4,1015,52,9,0,45,2092074.5,2092103.5
52245,4,1015,52,10,0,15,2092104.5,2092132.5
52246,4,1015,52,11,0,44,2092133.5,2092162.5
52247,4,1015,52,12,0,14,2092163.5,2092191.5
52248,4,1016,53,1,0,43,2092192.5,2092221.5
52249,4,1016,53,2,0,13,2092222.5,2092250.5
52250,4,1016,53,3,0,42,2092251.5,2092279.5
52251,4,1016,53,4,0,11,2092280.5,2092309.5
52252,4,1016,53,5,0,41,2092310.5,2092338.5
52253,4,1016,53,6,0,10,2092339.5,2092368.5
52254,4,1016,53,7,0,40,2092369.5,2092397.5
52255,4,1016,53,8,0,9,2092398.5,2092427.5
52256,4,1016,53,9,0,39,2092428.5,2092457.5
52257,4,1016,53,10,0,9,2092458.5,2092486.5
52258,4,1016,53,11,0,38,2092487.5,2092516.5
52259,4,1016,53,12,0,8,2092517.5,2092546.5
52260,4,1017,54,1,0,38,2092547.5,2092575.5
52261,4,1017,54,2,0,7,2092576.5,2092605.5
52262,4,1017,54,3,0,37,2092606.5,2092634.5
52263,4,1017,54,4,0,6,2092635.5,2092663.5
52264,4,1017,54,5,0,35,2092664.5,2092693.5
52265,4,1017,54,6,0,5,2092694.5,2092722.5
52266,4,1017,54,7,0,34,2092723.5,2092751.5
52267,4,1017,54,8,0,3,2092752.5,2092781.5
52268,4,1017,54,9,0,33,2092782.5,2092811.5
52269,4,1017,54,10,0,3,2092812.5,2092840.5
52270,4,1017,54,11,0,32,2092841.5,2092870.5
52271,4,1017,54,12,0,2,2092871.5,2092900.5
52272,4,1018,55,1,0,32,2092901.5,2092930.5
52273,4,1018,55,2,0,2,2092931.5,2092959.5
52274,4,1018,55,3,0,31,2092960.5,2092989.5
52275,4,1018,55,4,0,1,2092990.5,2093018.5
52276,4,1018,55,4,1,30,2093019.5,2093047.5
52277,4,1018,55,5,0,59,2093048.5,2093077.5
52278,4,1018,55,6,0,29,2093078.5,2093106.5
52279,4,1018,55,7,0,58,2093107.5,2093135.5
52280,4,1018,55,8,0,27,2093136.5,2093165.5
52281,4,1018,55,9,0,57,2093166.5,2093194.5
52282,4,1018,55,10,0,26,2093195.5,2093224.5
52283,4,1018,55,11,0,56,2093225.5,2093254.5
52284,4,1018,55,12,0,26,2093255.5,2093284.5
52285,4,1019,56,1,0,56,2093285.5,2093314.5
52286,4,1019,56,2,0,26,2093315.5,2093343.5
52287,4,1019,56,3,0,55,2093344.5,2093373.5
52288,4,1019,56,4,0,25,2093374.5,2093402.5
52289,4,1019,56,5,0,54,2093403.5,2093431.5
52290,4,1019,56,6,0,23,2093432.5,2093461.5
52291,4,1019,56,7,0,53,2093462.5,2093490.5
52292,4,1019,56,8,0,22,2093491.5,2093519.5
52293,4,1019,56,9,0,51,2093520.5,2093549.5
52294,4,1019,56,10,0,21,2093550.5,2093578.5
52295,4,1019,56,11,0,50,2093579.5,2093608.5
52296,4,1019,56,12,0,20,2093609.5,2093638.5
52297,4,1020,57,1,0,50,2093639.5,2093668.5
52298,4,1020,57,2,0,20,2093669.5,2093697.5
52299,4,1020,57,3,0,49,2093698.5,2093727.5
52300,4,1020,57,4,0,19,2093728.5,2093756.5
52301,4,1020,57,5,0,48,2093757.5,2093786.5
52302,4,1020,57,6,0,18,2093787.5,2093815.5
52303,4,1020,57,7,0,47,2093816.5,2093845.5
52304,4,1020,57,8,0,17,2093846.5,2093874.5
52305,4,1020,57,9,0,46,2093875.5,2093903.5
52306,4,1020,57,10,0,15,2093904.5,2093933.5
52307,4,1020,57,11,0,45,2093934.5,2093962.5
52308,4,1020,57,12,0,14,2093963.5,2093992.5
52309,4,1020,57,12,1,44,2093993.5,2094022.5
52310,4,1021,58,1,0,14,2094023.5,2094051.5
52311,4,1021,58,2,0,43,2094052.5,2094081.5
52312,4,1021,58,3,0,13,2094082.5,2094111.5
52313,4,1021,58,4,0,43,2094112.5,2094140.5
52314,4,1021,58,5,0,12,2094141.5,2094170.5
52315,4,1021,58,6,0,42,2094171.5,2094199.5
52316,4,1021,58,7,0,11,2094200.5,2094229.5
52317,4,1021,58,8,0,41,2094230.5,2094258.5
52318,4,1021,58,9,0,10,2094259.5,2094288.5
52319,4,1021,58,10,0,40,2094289.5,2094317.5
52320,4,1021,58,11,0,9,2094318.5,2094346.5
52321,4,1021,58,12,0,38,2094347.5,2094376.5
52322,4,1022,59,1,0,8,2094377.5,2094406.5
52323,4,1022,59,2,0,38,2094407.5,2094435.5
52324,4,1022,59,3,0,7,2094436.5,2094465.5
52325,4,1022,59,4,0,37,2094466.5,2094494.5
52326,4,1022,59,5,0,6,2094495.5,2094524.5
52327,4,1022,59,6,0,36,2094525.5,2094554.5
52328,4,1022,59,7,0,6,2094555.5,2094583.5
52329,4,1022,59,8,0,35,2094584.5,2094613.5
52330,4,1022,59,9,0,5,2094614.5,2094642.5
52331,4,1022,59,10,0,34,2094643.5,2094672.5
52332,4,1022,59,11,0,4,2094673.5,2094701.5
52333,4,1022,59,12,0,33,2094702.5,2094731.5
52334,4,1023,60,1,0,3,2094732.5,2094760.5
52335,4,1023,60,2,0,32,2094761.5,2094789.5
52336,4,1023,60,3,0,1,2094790.5,2094819.5
52337,4,1023,60,4,0,31,2094820.5,2094848.5
52338,4,1023,60,5,0,60,2094849.5,2094878.5
52339,4,1023,60,6,0,30,2094879.5,2094908.5
52340,4,1023,60,7,0,60,2094909.5,2094937.5
52341,4,1023,60,8,0,29,2094938.5,2094967.5
52342,4,1023,60,9,0,59,2094968.5,2094997.5
52343,4,1023,60,9,1,29,2094998.5,2095026.5
52344,4,1023,60,10,0,58,2095027.5,2095056.5
52345,4,1023,60,11,0,28,2095057.5,2095085.5
52346,4,1023,60,12,0,57,2095086.5,2095115.5
52347,4,1024,1,1,0,27,2095116.5,2095144.5
52348,4,1024,1,2,0,56,2095145.5,2095173.5
52349,4,1024,1,3,0,25,2095174.5,2095203.5
52350,4,1024,1,4,0,55,2095204.5,2095232.5
52351,4,1024,1,5,0,24,2095233.5,2095262.5
52352,4,1024,1,6,0,54,2095263.5,2095291.5
52353,4,1024,1,7,0,23,2095292.5,2095321.5
52354,4,1024,1,8,0,53,2095322.5,2095351.5
52355,4,1024,1,9,0,23,2095352.5,2095380.5
52356,4,1024,1,10,0,52,2095381.5,2095410.5
52357,4,1024,1,11,0,22,2095411.5,2095440.5
52358,4,1024,1,12,0,52,2095441.5,2095469.5
52359,4,1025,2,1,0,21,2095470.5,2095499.5
52360,4,1025,2,2,0,51,2095500.5,2095528.5
52361,4,1025,2,3,0,20,2095529.5,2095557.5
52362,4,1025,2,4,0,49,2095558.5,2095587.5
52363,4,1025,2,5,0,19,2095588.5,2095616.5
52364,4,1025,2,6,0,48,2095617.5,2095646.5
52365,4,1025,2,7,0,18,2095647.5,2095675.5
52366,4,1025,2,8,0,47,2095676.5,2095705.5
52367,4,1025,2,9,0,17,2095706.5,2095734.5
52368,4,1025,2,10,0,46,2095735.5,2095764.5
52369,4,1025,2,11,0,16,2095765.5,2095794.5
52370,4,1025,2,12,0,46,2095795.5,2095824.5
52371,4,1026,3,1,0,16,2095825.5,2095853.5
52372,4,1026,3,2,0,45,2095854.5,2095883.5
52373,4,1026,3,3,0,15,2095884.5,2095912.5
52374,4,1026,3,4,0,44,2095913.5,2095941.5
52375,4,1026,3,5,0,13,2095942.5,2095971.5
52376,4,1026,3,5,1,43,2095972.5,2096000.5
52377,4,1026,3,6,0,12,2096001.5,2096029.5
52378,4,1026,3,7,0,41,2096030.5,2096059.5
52379,4,1026,3,8,0,11,2096060.5,2096088.5
52380,4,1026,3,9,0,40,2096089.5,2096118.5
52381,4,1026,3,10,0,10,2096119.5,2096148.5
52382,4,1026,3,11,0,40,2096149.5,2096178.5
52383,4,1026,3,12,0,10,2096179.5,2096208.5
52384,4,1027,4,1,0,40,2096209.5,2096237.5
52385,4,1027,4,2,0,9,2096238.5,2096267.5
52386,4,1027,4,3,0,39,2096268.5,2096296.5
52387,4,1027,4,4,0,8,2096297.5,2096325.5
52388,4,1027,4,5,0,37,2096326.5,2096355.5
52389,4,1027,4,6,0,7,2096356.5,2096384.5
52390,4,1027,4,7,0,36,2096385.5,2096413.5
52391,4,1027,4,8,0,5,2096414.5,2096443.5
52392,4,1027,4,9,0,35,2096444.5,2096472.5
52393,4,1027,4,10,0,4,2096473.5,2096502.5
52394,4,1027,4,11,0,34,2096503.5,2096532.5
52395,4,1027,4,12,0,4,2096533.5,2096562.5
52396,4,1028,5,1,0,34,2096563.5,2096591.5
52397,4,1028,5,2,0,3,2096592.5,2096621.5
52398,4,1028,5,3,0,33,2096622.5,2096651.5
52399,4,1028,5,4,0,3,2096652.5,2096680.5
52400,4,1028,5,5,0,32,2096681.5,2096709.5
52401,4,1028,5,6,0,1,2096710.5,2096739.5
52402,4,1028,5,7,0,31,2096740.5,2096768.5
52403,4,1028,5,8,0,60,2096769.5,2096797.5
52404,4,1028,5,9,0,29,2096798.5,2096827.5
52405,4,1028,5,10,0,59,2096828.5,2096856.5
52406,4,1028,5,11,0,28,2096857.5,2096886.5
52407,4,1028,5,12,0,58,2096887.5,2096916.5
52408,4,1029,6,1,0,28,2096917.5,2096945.5
52409,4,1029,6,2,0,57,2096946.5,2096975.5
52410,4,1029,6,2,1,27,2096976.5,2097005.5
52411,4,1029,6,3,0,57,2097006.5,2097034.5
52412,4,1029,6,4,0,26,2097035.5,2097064.5
52413,4,1029,6,5,0,56,2097065.5,2097093.5
52414,4,1029,6,6,0,25,2097094.5,2097123.5
52415,4,1029,6,7,0,55,2097124.5,2097152.5
52416,4,1029,6,8,0,24,2097153.5,2097181.5
52417,4,1029,6,9,0,53,2097182.5,2097211.5
52418,4,1029,6,10,0,23,2097212.5,2097240.5
52419,4,1029,6,11,0,52,2097241.5,2097270.5
52420,4,1029,6,12,0,22,2097271.5,2097299.5
52421,4,1030,7,1,0,51,2097300.5,2097329.5
52422,4,1030,7,2,0,21,2097330.5,2097359.5
52423,4,1030,7,3,0,51,2097360.5,2097388.5
52424,4,1030,7,4,0,20,2097389.5,2097418.5
52425,4,1030,7,5,0,50,2097419.5,2097448.5
52426,4,1030,7,6,0,20,2097449.5,2097477.5
52427,4,1030,7,7,0,49,2097478.5,2097507.5
52428,4,1030,7,8,0,19,2097508.5,2097536.5
52429,4,1030,7,9,0,48,2097537.5,2097566.5
52430,4,1030,7,10,0,18,2097567.5,2097595.5
52431,4,1030,7,11,0,47,2097596.5,2097624.5
52432,4,1030,7,12,0,16,2097625.5,2097654.5
52433,4,1031,8,1,0,46,2097655.5,2097683.5
52434,4,1031,8,2,0,15,2097684.5,2097713.5
52435,4,1031,8,3,0,45,2097714.5,2097743.5
52436,4,1031,8,4,0,15,2097744.5,2097772.5
52437,4,1031,8,5,0,44,2097773.5,2097802.5
52438,4,1031,8,6,0,14,2097803.5,2097831.5
52439,4,1031,8,7,0,43,2097832.5,2097861.5
52440,4,1031,8,8,0,13,2097862.5,2097891.5
52441,4,1031,8,9,0,43,2097892.5,2097920.5
52442,4,1031,8,10,0,12,2097921.5,2097950.5
52443,4,1031,8,10,1,42,2097951.5,2097979.5
52444,4,1031,8,11,0,11,2097980.5,2098009.5
52445,4,1031,8,12,0,41,2098010.5,2098038.5
52446,4,1032,9,1,0,10,2098039.5,2098067.5
52447,4,1032,9,2,0,39,2098068.5,2098097.5
52448,4,1032,9,3,0,9,2098098.5,2098126.5
52449,4,1032,9,4,0,38,2098127.5,2098156.5
52450,4,1032,9,5,0,8,2098157.5,2098185.5
52451,4,1032,9,6,0,37,2098186.5,2098215.5
52452,4,1032,9,7,0,7,2098216.5,2098245.5
52453,4,1032,9,8,0,37,2098246.5,2098274.5
52454,4,1032,9,9,0,6,2098275.5,2098304.5
52455,4,1032,9,10,0,36,2098305.5,2098334.5
52456,4,1032,9,11,0,6,2098335.5,2098363.5
52457,4,1032,9,12,0,35,2098364.5,2098393.5
52458,4,1033,10,1,0,5,2098394.5,2098422.5
52459,4,1033,10,2,0,34,2098423.5,2098451.5
52460,4,1033,10,3,0,3,2098452.5,2098481.5
52461,4,1033,10,4,0,33,2098482.5,2098510.5
52462,4,1033,10,5,0,2,2098511.5,2098540.5
52463,4,1033,10,6,0,32,2098541.5,2098569.5
52464,4,1033,10,7,0,1,2098570.5,2098599.5
52465,4,1033,10,8,0,31,2098600.5,2098628.5
52466,4,1033,10,9,0,60,2098629.5,2098658.5
52467,4,1033,10,10,0,30,2098659.5,2098688.5
52468,4,1033,10,11,0,60,2098689.5,2098718.5
52469,4,1033,10,12,0,30,2098719.5,2098747.5
52470,4,1034,11,1,0,59,2098748.5,2098777.5
52471,4,1034,11,2,0,29,2098778.5,2098806.5
52472,4,1034,11,3,0,58,2098807.5,2098835.5
52473,4,1034,11,4,0,27,2098836.5,2098865.5
52474,4,1034,11,5,0,57,2098866.5,2098894.5
52475,4,1034,11,6,0,26,2098895.5,2098923.5
52476,4,1034,11,6,1,55,2098924.5,2098953.5
52477,4,1034,11,7,0,25,2098954.5,2098982.5
52478,4,1034,11,8,0,54,2098983.5,2099012.5
52479,4,1034,11,9,0,24,2099013.5,2099042.5
52480,4,1034,11,10,0,54,2099043.5,2099072.5
52481,4,1034,11,11,0,24,2099073.5,2099102.5
52482,4,1034,11,12,0,54,2099103.5,2099131.5
52483,4,1035,12,1,0,23,2099132.5,2099161.5
52484,4,1035,12,2,0,53,2099162.5,2099190.5
52485,4,1035,12,3,0,22,2099191.5,2099219.5
52486,4,1035,12,4,0,51,2099220.5,2099249.5
52487,4,1035,12,5,0,21,2099250.5,2099278.5
52488,4,1035,12,6,0,50,2099279.5,2099307.5
52489,4,1035,12,7,0,19,2099308.5,2099337.5
52490,4,1035,12,8,0,49,2099338.5,2099366.5
52491,4,1035,12,9,0,18,2099367.5,2099396.5
52492,4,1035,12,10,0,48,2099397.5,2099426.5
52493,4,1035,12,11,0,18,2099427.5,2099456.5
52494,4,1035,12,12,0,48,2099457.5,2099485.5
52495,4,1036,13,1,0,17,2099486.5,2099515.5
52496,4,1036,13,2,0,47,2099516.5,2099545.5
52497,4,1036,13,3,0,17,2099546.5,2099574.5
52498,4,1036,13,4,0,46,2099575.5,2099603.5
52499,4,1036,13,5,0,15,2099604.5,2099633.5
52500,4,1036,13,6,0,45,2099634.5,2099662.5
52501,4,1036,13,7,0,14,2099663.5,2099691.5
52502,4,1036,13,8,0,43,2099692.5,2099721.5
52503,4,1036,13,9,0,13,2099722.5,2099750.5
52504,4,1036,13,10,0,42,2099751.5,2099780.5
52505,4,1036,13,11,0,12,2099781.5,2099810.5
52506,4,1036,13,12,0,42,2099811.5,2099839.5
52507,4,1037,14,1,0,11,2099840.5,2099869.5
52508,4,1037,14,2,0,41,2099870.5,2099899.5
52509,4,1037,14,3,0,11,2099900.5,2099928.5
52510,4,1037,14,4,0,40,2099929.5,2099958.5
52511,4,1037,14,4,1,10,2099959.5,2099987.5
52512,4,1037,14,5,0,39,2099988.5,2100017.5
52513,4,1037,14,6,0,9,2100018.5,2100046.5
52514,4,1037,14,7,0,38,2100047.5,2100075.5
52515,4,1037,14,8,0,7,2100076.5,2100105.5
52516,4,1037,14,9,0,37,2100106.5,2100134.5
52517,4,1037,14,10,0,6,2100135.5,2100164.5
52518,4,1037,14,11,0,36,2100165.5,2100193.5
52519,4,1037,14,12,0,5,2100194.5,2100223.5
52520,4,1038,15,1,0,35,2100224.5,2100253.5
52521,4,1038,15,2,0,5,2100254.5,2100283.5
52522,4,1038,15,3,0,35,2100284.5,2100312.5
52523,4,1038,15,4,0,4,2100313.5,2100342.5
52524,4,1038,15,5,0,34,2100343.5,2100371.5
52525,4,1038,15,6,0,3,2100372.5,2100401.5
52526,4,1038,15,7,0,33,2100402.5,2100430.5
52527,4,1038,15,8,0,2,2100431.5,2100459.5
52528,4,1038,15,9,0,31,2100460.5,2100489.5
52529,4,1038,15,10,0,1,2100490.5,2100518.5
52530,4,1038,15,11,0,30,2100519.5,2100548.5
52531,4,1038,15,12,0,60,2100549.5,2100577.5
52532,4,1039,16,1,0,29,2100578.5,2100607.5
52533,4,1039,16,2,0,59,2100608.5,2100637.5
52534,4,1039,16,3,0,29,2100638.5,2100666.5
52535,4,1039,16,4,0,58,2100667.5,2100696.5
52536,4,1039,16,5,0,28,2100697.5,2100725.5
52537,4,1039,16,6,0,57,2100726.5,2100755.5
52538,4,1039,16,7,0,27,2100756.5,2100785.5
52539,4,1039,16,8,0,57,2100786.5,2100814.5
52540,4,1039,16,9,0,26,2100815.5,2100843.5
52541,4,1039,16,10,0,55,2100844.5,2100873.5
52542,4,1039,16,11,0,25,2100874.5,2100902.5
52543,4,1039,16,12,0,54,2100903.5,2100932.5
52544,4,1039,16,12,1,24,2100933.5,2100961.5
52545,4,1040,17,1,0,53,2100962.5,2100991.5
52546,4,1040,17,2,0,23,2100992.5,2101020.5
52547,4,1040,17,3,0,52,2101021.5,2101050.5
52548,4,1040,17,4,0,22,2101051.5,2101080.5
52549,4,1040,17,5,0,52,2101081.5,2101109.5
52550,4,1040,17,6,0,21,2101110.5,2101139.5
52551,4,1040,17,7,0,51,2101140.5,2101168.5
52552,4,1040,17,8,0,20,2101169.5,2101198.5
52553,4,1040,17,9,0,50,2101199.5,2101228.5
52554,4,1040,17,10,0,20,2101229.5,2101257.5
52555,4,1040,17,11,0,49,2101258.5,2101287.5
52556,4,1040,17,12,0,19,2101288.5,2101316.5
52557,4,1041,18,1,0,48,2101317.5,2101345.5
52558,4,1041,18,2,0,17,2101346.5,2101375.5
52559,4,1041,18,3,0,47,2101376.5,2101404.5
52560,4,1041,18,4,0,16,2101405.5,2101434.5
52561,4,1041,18,5,0,46,2101435.5,2101463.5
52562,4,1041,18,6,0,15,2101464.5,2101493.5
52563,4,1041,18,7,0,45,2101494.5,2101523.5
52564,4,1041,18,8,0,15,2101524.5,2101552.5
52565,4,1041,18,9,0,44,2101553.5,2101582.5
52566,4,1041,18,10,0,14,2101583.5,2101611.5
52567,4,1041,18,11,0,43,2101612.5,2101641.5
52568,4,1041,18,12,0,13,2101642.5,2101671.5
52569,4,1042,19,1,0,43,2101672.5,2101700.5
52570,4,1042,19,2,0,12,2101701.5,2101729.5
52571,4,1042,19,3,0,41,2101730.5,2101759.5
52572,4,1042,19,4,0,11,2101760.5,2101788.5
52573,4,1042,19,5,0,40,2101789.5,2101818.5
52574,4,1042,19,6,0,10,2101819.5,2101847.5
52575,4,1042,19,7,0,39,2101848.5,2101877.5
52576,4,1042,19,8,0,9,2101878.5,2101906.5
52577,4,1042,19,9,0,38,2101907.5,2101936.5
52578,4,1042,19,9,1,8,2101937.5,2101966.5
52579,4,1042,19,10,0,38,2101967.5,2101995.5
52580,4,1042,19,11,0,7,2101996.5,2102025.5
52581,4,1042,19,12,0,37,2102026.5,2102055.5
52582,4,1043,20,1,0,7,2102056.5,2102084.5
52583,4,1043,20,2,0,36,2102085.5,2102113.5
52584,4,1043,20,3,0,5,2102114.5,2102143.5
52585,4,1043,20,4,0,35,2102144.5,2102172.5
52586,4,1043,20,5,0,4,2102173.5,2102201.5
52587,4,1043,20,6,0,33,2102202.5,2102231.5
52588,4,1043,20,7,0,3,2102232.5,2102260.5
52589,4,1043,20,8,0,32,2102261.5,2102290.5
52590,4,1043,20,9,0,2,2102291.5,2102320.5
52591,4,1043,20,10,0,32,2102321.5,2102350.5
52592,4,1043,20,11,0,2,2102351.5,2102379.5
52593,4,1043,20,12,0,31,2102380.5,2102409.5
52594,4,1044,21,1,0,1,2102410.5,2102439.5
52595,4,1044,21,2,0,31,2102440.5,2102468.5
52596,4,1044,21,3,0,60,2102469.5,2102497.5
52597,4,1044,21,4,0,29,2102498.5,2102527.5
52598,4,1044,21,5,0,59,2102528.5,2102556.5
52599,4,1044,21,6,0,28,2102557.5,2102585.5
52600,4,1044,21,7,0,57,2102586.5,2102615.5
52601,4,1044,21,8,0,27,2102616.5,2102644.5
52602,4,1044,21,9,0,56,2102645.5,2102674.5
52603,4,1044,21,10,0,26,2102675.5,2102704.5
52604,4,1044,21,11,0,56,2102705.5,2102733.5
52605,4,1044,21,12,0,25,2102734.5,2102763.5
52606,4,1045,22,1,0,55,2102764.5,2102793.5
52607,4,1045,22,2,0,25,2102794.5,2102822.5
52608,4,1045,22,3,0,54,2102823.5,2102852.5
52609,4,1045,22,4,0,24,2102853.5,2102881.5
52610,4,1045,22,5,0,53,2102882.5,2102911.5
52611,4,1045,22,5,1,23,2102912.5,2102940.5
52612,4,1045,22,6,0,52,2102941.5,2102969.5
52613,4,1045,22,7,0,21,2102970.5,2102999.5
52614,4,1045,22,8,0,51,2103000.5,2103028.5
52615,4,1045,22,9,0,20,2103029.5,2103058.5
52616,4,1045,22,10,0,50,2103059.5,2103087.5
52617,4,1045,22,11,0,19,2103088.5,2103117.5
52618,4,1045,22,12,0,49,2103118.5,2103147.5
52619,4,1046,23,1,0,19,2103148.5,2103177.5
52620,4,1046,23,2,0,49,2103178.5,2103206.5
52621,4,1046,23,3,0,18,2103207.5,2103236.5
52622,4,1046,23,4,0,48,2103237.5,2103265.5
52623,4,1046,23,5,0,17,2103266.5,2103295.5
52624,4,1046,23,6,0,47,2103296.5,2103324.5
52625,4,1046,23,7,0,16,2103325.5,2103353.5
52626,4,1046,23,8,0,45,2103354.5,2103383.5
52627,4,1046,23,9,0,15,2103384.5,2103412.5
52628,4,1046,23,10,0,44,2103413.5,2103442.5
52629,4,1046,23,11,0,14,2103443.5,2103471.5
52630,4,1046,23,12,0,43,2103472.5,2103501.5
52631,4,1047,24,1,0,13,2103502.5,2103531.5
52632,4,1047,24,2,0,43,2103532.5,2103560.5
52633,4,1047,24,3,0,12,2103561.5,2103590.5
52634,4,1047,24,4,0,42,2103591.5,2103620.5
52635,4,1047,24,5,0,12,2103621.5,2103649.5
52636,4,1047,24,6,0,41,2103650.5,2103679.5
52637,4,1047,24,7,0,11,2103680.5,2103708.5
52638,4,1047,24,8,0,40,2103709.5,2103737.5
52639,4,1047,24,9,0,9,2103738.5,2103767.5
52640,4,1047,24,10,0,39,2103768.5,2103796.5
52641,4,1047,24,11,0,8,2103797.5,2103826.5
52642,4,1047,24,12,0,38,2103827.5,2103855.5
52643,4,1048,25,1,0,7,2103856.5,2103885.5
52644,4,1048,25,1,1,37,2103886.5,2103914.5
52645,4,1048,25,2,0,6,2103915.5,2103944.5
52646,4,1048,25,3,0,36,2103945.5,2103974.5
52647,4,1048,25,4,0,6,2103975.5,2104003.5
52648,4,1048,25,5,0,35,2104004.5,2104033.5
52649,4,1048,25,6,0,5,2104034.5,2104062.5
52650,4,1048,25,7,0,34,2104063.5,2104092.5
52651,4,1048,25,8,0,4,2104093.5,2104121.5
52652,4,1048,25,9,0,33,2104122.5,2104151.5
52653,4,1048,25,10,0,3,2104152.5,2104180.5
52654,4,1048,25,11,0,32,2104181.5,2104210.5
52655,4,1048,25,12,0,2,2104211.5,2104239.5
52656,4,1049,26,1,0,31,2104240.5,2104269.5
52657,4,1049,26,2,0,1,2104270.5,2104298.5
52658,4,1049,26,3,0,30,2104299.5,2104328.5
52659,4,1049,26,4,0,60,2104329.5,2104357.5
52660,4,1049,26,5,0,29,2104358.5,2104387.5
52661,4,1049,26,6,0,59,2104388.5,2104417.5
52662,4,1049,26,7,0,29,2104418.5,2104446.5
52663,4,1049,26,8,0,58,2104447.5,2104476.5
52664,4,1049,26,9,0,28,2104477.5,2104505.5
52665,4,1049,26,10,0,57,2104506.5,2104535.5
52666,4,1049,26,11,0,27,2104536.5,2104564.5
52667,4,1049,26,12,0,56,2104565.5,2104594.5
52668,4,1050,27,1,0,26,2104595.5,2104623.5
52669,4,1050,27,2,0,55,2104624.5,2104653.5
52670,4,1050,27,3,0,25,2104654.5,2104682.5
52671,4,1050,27,4,0,54,2104683.5,2104712.5
52672,4,1050,27,5,0,24,2104713.5,2104741.5
52673,4,1050,27,6,0,53,2104742.5,2104771.5
52674,4,1050,27,7,0,23,2104772.5,2104800.5
52675,4,1050,27,8,0,52,2104801.5,2104830.5
52676,4,1050,27,9,0,22,2104831.5,2104860.5
52677,4,1050,27,10,0,52,2104861.5,2104889.5
52678,4,1050,27,11,0,21,2104890.5,2104919.5
